entry,at,order
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (21215) | #5 ""daniel @ -2udal4db3"" (21400) | #8 ""Ejk @ i4HZ9hui3f"" (57385)",2025-05-16T14:47:39.395Z,174740685939501
"-- starting hand #66 (id: lulgfla9aaoh)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:47:39.395Z,174740685939500
"""ymk @ u2PJYvu21j"" shows a 3♦.",2025-05-16T14:47:36.505Z,174740685650500
"-- ending hand #65 --",2025-05-16T14:47:35.791Z,174740685579102
"""ymk @ u2PJYvu21j"" collected 1800 from pot",2025-05-16T14:47:35.791Z,174740685579101
"Uncalled bet of 1200 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:47:35.791Z,174740685579100
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:47:34.951Z,174740685495100
"""daniel @ -2udal4db3"" folds",2025-05-16T14:47:33.847Z,174740685384700
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:47:31.815Z,174740685181500
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:47:29.843Z,174740684984300
"""daniel @ -2udal4db3"" checks",2025-05-16T14:47:28.758Z,174740684875800
"Turn: K♣, 10♥, 5♥ [3♠]",2025-05-16T14:47:28.105Z,174740684810500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:47:27.246Z,174740684724600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:47:25.264Z,174740684526400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:47:24.210Z,174740684421000
"Flop:  [K♣, 10♥, 5♥]",2025-05-16T14:47:23.385Z,174740684338500
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:47:22.540Z,174740684254000
"""daniel @ -2udal4db3"" calls 600",2025-05-16T14:47:21.466Z,174740684146600
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:47:19.958Z,174740683995800
"""Ejk @ i4HZ9hui3f"" posts a big blind of 600",2025-05-16T14:47:16.898Z,174740683689808
"""daniel @ -2udal4db3"" posts a small blind of 300",2025-05-16T14:47:16.898Z,174740683689807
"Your hand is 6♥, J♣",2025-05-16T14:47:16.898Z,174740683689805
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (20015) | #5 ""daniel @ -2udal4db3"" (22000) | #8 ""Ejk @ i4HZ9hui3f"" (57985)",2025-05-16T14:47:16.898Z,174740683689803
"-- starting hand #65 (id: xhpzigvuml8a)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:47:16.898Z,174740683689802
"The game's big blind was changed from 400 to 600.",2025-05-16T14:47:16.898Z,174740683689801
"The game's small blind was changed from 200 to 300.",2025-05-16T14:47:16.898Z,174740683689800
"-- ending hand #64 --",2025-05-16T14:47:13.975Z,174740683397502
"""ymk @ u2PJYvu21j"" collected 4800 from pot",2025-05-16T14:47:13.975Z,174740683397501
"Uncalled bet of 2800 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:47:13.975Z,174740683397500
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:47:13.140Z,174740683314000
"""daniel @ -2udal4db3"" folds",2025-05-16T14:47:12.018Z,174740683201800
"""ymk @ u2PJYvu21j"" bets 2800",2025-05-16T14:47:10.635Z,174740683063500
"Flop:  [Q♥, 8♥, 4♥]",2025-05-16T14:47:04.968Z,174740682496800
"""Ejk @ i4HZ9hui3f"" calls 1600",2025-05-16T14:47:04.139Z,174740682413900
"""daniel @ -2udal4db3"" calls 1600",2025-05-16T14:47:03.063Z,174740682306300
"""ymk @ u2PJYvu21j"" raises to 1600",2025-05-16T14:46:59.397Z,174740681939700
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:46:55.947Z,174740681594700
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:46:54.813Z,174740681481306
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:46:54.813Z,174740681481305
"Your hand is K♣, 5♥",2025-05-16T14:46:54.813Z,174740681481303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (16815) | #5 ""daniel @ -2udal4db3"" (23600) | #8 ""Ejk @ i4HZ9hui3f"" (59585)",2025-05-16T14:46:54.813Z,174740681481301
"-- starting hand #64 (id: ckis5vzhr0bu)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:46:54.813Z,174740681481300
"-- ending hand #63 --",2025-05-16T14:46:51.909Z,174740681190902
"""Ejk @ i4HZ9hui3f"" collected 13200 from pot",2025-05-16T14:46:51.909Z,174740681190901
"Uncalled bet of 9900 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:46:51.909Z,174740681190900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:46:51.057Z,174740681105700
"""Ejk @ i4HZ9hui3f"" bets 9900",2025-05-16T14:46:32.651Z,174740679265100
"Turn: 10♠, 5♠, K♥ [A♦]",2025-05-16T14:46:30.337Z,174740679033700
"""daniel @ -2udal4db3"" calls 5600",2025-05-16T14:46:29.499Z,174740678949900
"""Ejk @ i4HZ9hui3f"" raises to 5600",2025-05-16T14:46:22.380Z,174740678238000
"""daniel @ -2udal4db3"" raises to 3600",2025-05-16T14:46:19.114Z,174740677911400
"""Ejk @ i4HZ9hui3f"" bets 1600",2025-05-16T14:46:12.587Z,174740677258700
"Flop:  [10♠, 5♠, K♥]",2025-05-16T14:46:09.882Z,174740676988200
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:46:09.037Z,174740676903700
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:46:07.468Z,174740676746800
"""Ejk @ i4HZ9hui3f"" raises to 800",2025-05-16T14:46:04.030Z,174740676403000
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:46:01.651Z,174740676165100
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:46:00.462Z,174740676046206
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:46:00.462Z,174740676046205
"Your hand is 3♠, 4♠",2025-05-16T14:46:00.462Z,174740676046203
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (17215) | #5 ""daniel @ -2udal4db3"" (30000) | #8 ""Ejk @ i4HZ9hui3f"" (52785)",2025-05-16T14:46:00.462Z,174740676046201
"-- starting hand #63 (id: ditwvald3yi0)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:46:00.462Z,174740676046200
"-- ending hand #62 --",2025-05-16T14:45:57.488Z,174740675748802
"""Ejk @ i4HZ9hui3f"" collected 5200 from pot",2025-05-16T14:45:57.488Z,174740675748801
"Uncalled bet of 3900 returned to ""Ejk @ i4HZ9hui3f""",2025-05-16T14:45:57.488Z,174740675748800
"""daniel @ -2udal4db3"" folds",2025-05-16T14:45:56.659Z,174740675665900
"""Ejk @ i4HZ9hui3f"" bets 3900",2025-05-16T14:45:47.644Z,174740674764400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:45:45.545Z,174740674554500
"River: 6♠, 10♥, 7♣, 2♥ [A♦]",2025-05-16T14:45:44.480Z,174740674448000
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:45:43.658Z,174740674365800
"""daniel @ -2udal4db3"" checks",2025-05-16T14:45:41.110Z,174740674111000
"Turn: 6♠, 10♥, 7♣ [2♥]",2025-05-16T14:45:40.221Z,174740674022100
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:45:39.416Z,174740673941600
"""Ejk @ i4HZ9hui3f"" bets 1200",2025-05-16T14:45:36.877Z,174740673687700
"""daniel @ -2udal4db3"" checks",2025-05-16T14:45:34.086Z,174740673408600
"Flop:  [6♠, 10♥, 7♣]",2025-05-16T14:45:33.160Z,174740673316000
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:45:32.356Z,174740673235600
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:45:30.778Z,174740673077800
"""Ejk @ i4HZ9hui3f"" raises to 1200",2025-05-16T14:45:28.451Z,174740672845100
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:45:26.382Z,174740672638200
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:45:25.330Z,174740672533000
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:45:24.116Z,174740672411606
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:45:24.116Z,174740672411605
"Your hand is 2♦, 9♦",2025-05-16T14:45:24.116Z,174740672411603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (17615) | #5 ""daniel @ -2udal4db3"" (32400) | #8 ""Ejk @ i4HZ9hui3f"" (49985)",2025-05-16T14:45:24.116Z,174740672411601
"-- starting hand #62 (id: 2j2pcp6oncnb)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:45:24.116Z,174740672411600
"""ymk @ u2PJYvu21j"" shows a 2♣, 7♣.",2025-05-16T14:45:21.053Z,174740672105300
"-- ending hand #61 --",2025-05-16T14:45:20.470Z,174740672047002
"""daniel @ -2udal4db3"" collected 12400 from pot",2025-05-16T14:45:20.470Z,174740672047001
"Uncalled bet of 17615 returned to ""daniel @ -2udal4db3""",2025-05-16T14:45:20.470Z,174740672047000
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:45:19.639Z,174740671963900
"""daniel @ -2udal4db3"" bets 17615",2025-05-16T14:45:18.375Z,174740671837500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:45:10.599Z,174740671059900
"River: 4♣, 6♣, J♠, 5♦ [K♦]",2025-05-16T14:45:08.999Z,174740670899900
"""ymk @ u2PJYvu21j"" calls 4400",2025-05-16T14:45:08.184Z,174740670818400
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:45:07.111Z,174740670711100
"""daniel @ -2udal4db3"" raises to 4400",2025-05-16T14:45:00.721Z,174740670072100
"""ymk @ u2PJYvu21j"" bets 1600",2025-05-16T14:44:54.261Z,174740669426100
"Turn: 4♣, 6♣, J♠ [5♦]",2025-05-16T14:44:51.453Z,174740669145300
"""Ejk @ i4HZ9hui3f"" calls 800",2025-05-16T14:44:50.626Z,174740669062600
"""daniel @ -2udal4db3"" calls 800",2025-05-16T14:44:49.530Z,174740668953000
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:44:47.131Z,174740668713100
"Flop:  [4♣, 6♣, J♠]",2025-05-16T14:44:44.971Z,174740668497100
"""daniel @ -2udal4db3"" checks",2025-05-16T14:44:44.121Z,174740668412100
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:44:43.001Z,174740668300100
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:44:41.922Z,174740668192200
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:44:40.649Z,174740668064906
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:44:40.649Z,174740668064905
"Your hand is 5♣, 6♥",2025-05-16T14:44:40.649Z,174740668064903
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (23215) | #5 ""daniel @ -2udal4db3"" (25600) | #8 ""Ejk @ i4HZ9hui3f"" (51185)",2025-05-16T14:44:40.649Z,174740668064901
"-- starting hand #61 (id: moeaoktrgvnf)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:44:40.649Z,174740668064900
"-- ending hand #60 --",2025-05-16T14:44:37.706Z,174740667770602
"""daniel @ -2udal4db3"" collected 2200 from pot",2025-05-16T14:44:37.706Z,174740667770601
"Uncalled bet of 1400 returned to ""daniel @ -2udal4db3""",2025-05-16T14:44:37.706Z,174740667770600
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:44:36.845Z,174740667684500
"""daniel @ -2udal4db3"" bets 1400",2025-05-16T14:44:34.845Z,174740667484500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:44:30.140Z,174740667014000
"River: 4♠, 6♣, 6♦, 9♥ [K♥]",2025-05-16T14:44:29.360Z,174740666936000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:44:28.520Z,174740666852000
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:44:26.382Z,174740666638200
"Turn: 4♠, 6♣, 6♦ [9♥]",2025-05-16T14:44:25.302Z,174740666530200
"""daniel @ -2udal4db3"" checks",2025-05-16T14:44:24.467Z,174740666446700
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:44:23.394Z,174740666339400
"Flop:  [4♠, 6♣, 6♦]",2025-05-16T14:44:21.593Z,174740666159300
"""ymk @ u2PJYvu21j"" calls 1000",2025-05-16T14:44:20.788Z,174740666078800
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:44:19.513Z,174740665951300
"""daniel @ -2udal4db3"" raises to 1000",2025-05-16T14:44:18.310Z,174740665831000
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:44:14.786Z,174740665478606
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:44:14.786Z,174740665478605
"Your hand is 7♦, A♠",2025-05-16T14:44:14.786Z,174740665478603
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (24215) | #5 ""daniel @ -2udal4db3"" (24400) | #8 ""Ejk @ i4HZ9hui3f"" (51385)",2025-05-16T14:44:14.786Z,174740665478601
"-- starting hand #60 (id: bp2u271yhu5s)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:44:14.786Z,174740665478600
"""ymk @ u2PJYvu21j"" shows a 5♥, 8♦.",2025-05-16T14:44:11.742Z,174740665174200
"-- ending hand #59 --",2025-05-16T14:44:11.155Z,174740665115502
"""ymk @ u2PJYvu21j"" collected 6000 from pot",2025-05-16T14:44:11.155Z,174740665115501
"Uncalled bet of 3800 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:44:11.155Z,174740665115500
"""daniel @ -2udal4db3"" folds",2025-05-16T14:44:10.330Z,174740665033000
"""ymk @ u2PJYvu21j"" raises to 5600",2025-05-16T14:43:55.353Z,174740663535300
"""daniel @ -2udal4db3"" bets 1800",2025-05-16T14:43:49.571Z,174740662957100
"River: 10♦, Q♦, Q♥, 9♥ [3♥]",2025-05-16T14:43:44.144Z,174740662414400
"""ymk @ u2PJYvu21j"" calls 600",2025-05-16T14:43:43.327Z,174740662332700
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:43:42.266Z,174740662226600
"""daniel @ -2udal4db3"" bets 600",2025-05-16T14:43:33.020Z,174740661302000
"Turn: 10♦, Q♦, Q♥ [9♥]",2025-05-16T14:43:30.594Z,174740661059400
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:43:29.782Z,174740660978200
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:43:28.614Z,174740660861400
"""daniel @ -2udal4db3"" checks",2025-05-16T14:43:27.498Z,174740660749800
"Flop:  [10♦, Q♦, Q♥]",2025-05-16T14:43:26.389Z,174740660638900
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:43:25.539Z,174740660553900
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:43:24.478Z,174740660447800
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:43:23.401Z,174740660340100
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:43:22.257Z,174740660225706
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:43:22.257Z,174740660225705
"Your hand is 5♣, K♠",2025-05-16T14:43:22.257Z,174740660225703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (21015) | #5 ""daniel @ -2udal4db3"" (27200) | #8 ""Ejk @ i4HZ9hui3f"" (51785)",2025-05-16T14:43:22.257Z,174740660225701
"-- starting hand #59 (id: t49kqopjzxy3)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:43:22.257Z,174740660225700
"""ymk @ u2PJYvu21j"" shows a Q♣.",2025-05-16T14:43:19.527Z,174740659952700
"-- ending hand #58 --",2025-05-16T14:43:18.628Z,174740659862802
"""ymk @ u2PJYvu21j"" collected 1200 from pot",2025-05-16T14:43:18.628Z,174740659862801
"Uncalled bet of 1600 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:43:18.628Z,174740659862800
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:43:17.815Z,174740659781500
"""daniel @ -2udal4db3"" folds",2025-05-16T14:43:16.460Z,174740659646000
"""ymk @ u2PJYvu21j"" bets 1600",2025-05-16T14:43:14.367Z,174740659436700
"Flop:  [J♠, 7♠, Q♠]",2025-05-16T14:43:12.220Z,174740659222000
"""daniel @ -2udal4db3"" checks",2025-05-16T14:43:11.413Z,174740659141300
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:43:10.337Z,174740659033700
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:43:09.259Z,174740658925900
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:43:08.243Z,174740658824306
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:43:08.243Z,174740658824305
"Your hand is 2♣, 4♦",2025-05-16T14:43:08.243Z,174740658824303
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (20215) | #5 ""daniel @ -2udal4db3"" (27600) | #8 ""Ejk @ i4HZ9hui3f"" (52185)",2025-05-16T14:43:08.243Z,174740658824301
"-- starting hand #58 (id: kzwsz2hgxcdj)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:43:08.243Z,174740658824300
"""ymk @ u2PJYvu21j"" shows a 5♣, 6♥.",2025-05-16T14:43:05.105Z,174740658510500
"-- ending hand #57 --",2025-05-16T14:43:04.617Z,174740658461702
"""ymk @ u2PJYvu21j"" collected 800 from pot",2025-05-16T14:43:04.617Z,174740658461701
"Uncalled bet of 800 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:43:04.617Z,174740658461700
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:43:03.783Z,174740658378300
"""ymk @ u2PJYvu21j"" bets 800",2025-05-16T14:43:01.126Z,174740658112600
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:42:59.259Z,174740657925900
"Flop:  [K♣, K♥, A♣]",2025-05-16T14:42:57.408Z,174740657740800
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:42:56.566Z,174740657656600
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:42:55.503Z,174740657550300
"""daniel @ -2udal4db3"" folds",2025-05-16T14:42:54.457Z,174740657445700
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:42:53.007Z,174740657300706
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:42:53.007Z,174740657300705
"Your hand is 2♥, 9♦",2025-05-16T14:42:53.007Z,174740657300703
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (19815) | #5 ""daniel @ -2udal4db3"" (27600) | #8 ""Ejk @ i4HZ9hui3f"" (52585)",2025-05-16T14:42:53.007Z,174740657300701
"-- starting hand #57 (id: he678exhmtfx)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:42:53.007Z,174740657300700
"-- ending hand #56 --",2025-05-16T14:42:50.067Z,174740657006702
"""daniel @ -2udal4db3"" collected 5600 from pot",2025-05-16T14:42:50.067Z,174740657006701
"Uncalled bet of 3200 returned to ""daniel @ -2udal4db3""",2025-05-16T14:42:50.067Z,174740657006700
"""ymk @ u2PJYvu21j"" folds",2025-05-16T14:42:49.223Z,174740656922300
"""daniel @ -2udal4db3"" bets 3200",2025-05-16T14:42:45.567Z,174740656556700
"River: 4♥, 10♠, Q♠, K♦ [9♠]",2025-05-16T14:42:39.400Z,174740655940000
"""ymk @ u2PJYvu21j"" calls 1800",2025-05-16T14:42:38.536Z,174740655853600
"""daniel @ -2udal4db3"" raises to 1800",2025-05-16T14:42:37.361Z,174740655736100
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:42:33.946Z,174740655394600
"""daniel @ -2udal4db3"" checks",2025-05-16T14:42:32.815Z,174740655281500
"Turn: 4♥, 10♠, Q♠ [K♦]",2025-05-16T14:42:31.929Z,174740655192900
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:42:31.086Z,174740655108600
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:42:30.014Z,174740655001400
"""ymk @ u2PJYvu21j"" bets 400",2025-05-16T14:42:28.818Z,174740654881800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:42:27.559Z,174740654755900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:42:26.463Z,174740654646300
"Flop:  [4♥, 10♠, Q♠]",2025-05-16T14:42:25.392Z,174740654539200
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:42:24.563Z,174740654456300
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:42:23.462Z,174740654346200
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:42:22.290Z,174740654229000
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:42:21.191Z,174740654119106
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:42:21.191Z,174740654119105
"Your hand is 7♥, K♥",2025-05-16T14:42:21.191Z,174740654119103
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (22415) | #5 ""daniel @ -2udal4db3"" (24600) | #8 ""Ejk @ i4HZ9hui3f"" (52985)",2025-05-16T14:42:21.191Z,174740654119101
"-- starting hand #56 (id: ykawc7mnnntf)  (No Limit Texas Hold'em) (dealer: ""ymk @ u2PJYvu21j"") --",2025-05-16T14:42:21.191Z,174740654119100
"""ymk @ u2PJYvu21j"" shows a 4♥, 6♠.",2025-05-16T14:42:18.082Z,174740653808200
"-- ending hand #55 --",2025-05-16T14:42:17.522Z,174740653752202
"""ymk @ u2PJYvu21j"" collected 4400 from pot",2025-05-16T14:42:17.522Z,174740653752201
"Uncalled bet of 2500 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:42:17.522Z,174740653752200
"""daniel @ -2udal4db3"" folds",2025-05-16T14:42:16.711Z,174740653671100
"""ymk @ u2PJYvu21j"" bets 2500",2025-05-16T14:42:14.931Z,174740653493100
"River: J♠, 3♠, K♦, 2♣ [6♦]",2025-05-16T14:42:10.786Z,174740653078600
"""daniel @ -2udal4db3"" calls 1200",2025-05-16T14:42:09.963Z,174740652996300
"""ymk @ u2PJYvu21j"" bets 1200",2025-05-16T14:42:07.318Z,174740652731800
"Turn: J♠, 3♠, K♦ [2♣]",2025-05-16T14:42:05.239Z,174740652523900
"""daniel @ -2udal4db3"" checks",2025-05-16T14:42:04.409Z,174740652440900
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:42:02.232Z,174740652223200
"Flop:  [J♠, 3♠, K♦]",2025-05-16T14:41:59.852Z,174740651985200
"""ymk @ u2PJYvu21j"" calls 1000",2025-05-16T14:41:59.045Z,174740651904500
"""daniel @ -2udal4db3"" raises to 1000",2025-05-16T14:41:57.917Z,174740651791700
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:41:55.420Z,174740651542000
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:41:53.975Z,174740651397500
"""daniel @ -2udal4db3"" posts a big blind of 400",2025-05-16T14:41:52.914Z,174740651291406
"""ymk @ u2PJYvu21j"" posts a small blind of 200",2025-05-16T14:41:52.914Z,174740651291405
"Your hand is 10♦, 9♣",2025-05-16T14:41:52.914Z,174740651291403
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (20215) | #5 ""daniel @ -2udal4db3"" (26800) | #8 ""Ejk @ i4HZ9hui3f"" (52985)",2025-05-16T14:41:52.914Z,174740651291401
"-- starting hand #55 (id: 20cwhv7ezthx)  (No Limit Texas Hold'em) (dealer: ""Ejk @ i4HZ9hui3f"") --",2025-05-16T14:41:52.914Z,174740651291400
"-- ending hand #54 --",2025-05-16T14:41:50.003Z,174740651000302
"""ymk @ u2PJYvu21j"" collected 2400 from pot",2025-05-16T14:41:50.003Z,174740651000301
"Uncalled bet of 1600 returned to ""ymk @ u2PJYvu21j""",2025-05-16T14:41:50.003Z,174740651000300
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:41:49.125Z,174740650912500
"""ymk @ u2PJYvu21j"" bets 1600",2025-05-16T14:41:48.038Z,174740650803800
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:41:45.431Z,174740650543100
"Flop:  [5♥, 9♦, 2♣]",2025-05-16T14:41:43.997Z,174740650399700
"""Ejk @ i4HZ9hui3f"" calls 1200",2025-05-16T14:41:43.159Z,174740650315900
"""ymk @ u2PJYvu21j"" raises to 1200",2025-05-16T14:41:41.784Z,174740650178400
"""Ejk @ i4HZ9hui3f"" calls 400",2025-05-16T14:41:39.879Z,174740649987900
"""daniel @ -2udal4db3"" folds",2025-05-16T14:41:38.805Z,174740649880500
"""ymk @ u2PJYvu21j"" posts a big blind of 400",2025-05-16T14:41:36.984Z,174740649698406
"""Ejk @ i4HZ9hui3f"" posts a small blind of 200",2025-05-16T14:41:36.984Z,174740649698405
"Your hand is 2♦, Q♣",2025-05-16T14:41:36.984Z,174740649698403
"Player stacks: #1 ""ymk @ u2PJYvu21j"" (19015) | #5 ""daniel @ -2udal4db3"" (26800) | #8 ""Ejk @ i4HZ9hui3f"" (54185)",2025-05-16T14:41:36.984Z,174740649698401
"-- starting hand #54 (id: wetdr9g5wkyw)  (No Limit Texas Hold'em) (dealer: ""daniel @ -2udal4db3"") --",2025-05-16T14:41:36.984Z,174740649698400
"""ymk @ u2PJYvu21j"" shows a 10♠, Q♠.",2025-05-16T14:41:32.442Z,174740649244200
"-- ending hand #53 --",2025-05-16T14:41:30.405Z,174740649040502
"""daniel @ -2udal4db3"" collected 13200 from pot with Full House, 8's over 5's (combination: 8♠, 8♦, 8♣, 5♣, 5♥, 5♠)",2025-05-16T14:41:30.405Z,174740649040501
"""daniel @ -2udal4db3"" shows a 9♦, 8♠.",2025-05-16T14:41:30.405Z,174740649040500
"""ymk @ u2PJYvu21j"" calls 5600",2025-05-16T14:41:29.592Z,174740648959200
"""daniel @ -2udal4db3"" bets 5600",2025-05-16T14:41:28.452Z,174740648845200
"River: 8♦, 5♣, 5♥, 5♠ [8♣]",2025-05-16T14:41:18.450Z,174740647845000
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:41:17.603Z,174740647760300
"""Ejk @ i4HZ9hui3f"" folds",2025-05-16T14:41:16.541Z,174740647654100
"""daniel @ -2udal4db3"" bets 400",2025-05-16T14:41:15.470Z,174740647547000
"Turn: 8♦, 5♣, 5♥ [5♠]",2025-05-16T14:41:11.955Z,174740647195500
"""ymk @ u2PJYvu21j"" checks",2025-05-16T14:41:11.101Z,174740647110100
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:41:10.006Z,174740647000600
"""daniel @ -2udal4db3"" checks",2025-05-16T14:41:08.900Z,174740646890000
"Flop:  [8♦, 5♣, 5♥]",2025-05-16T14:41:07.647Z,174740646764700
"""Ejk @ i4HZ9hui3f"" checks",2025-05-16T14:41:06.798Z,174740646679800
"""daniel @ -2udal4db3"" calls 400",2025-05-16T14:41:05.687Z,174740646568700
"""ymk @ u2PJYvu21j"" calls 400",2025-05-16T14:41:04.503Z,174740646450300
"""Ejk @ i4HZ9hui3f"" posts a big blind of 400",2025-05-16T14:41:03.115Z,174740646311507
"""daniel @ -2udal4db3"" posts a small blind of 200",2025-05-16T14:41:03.115Z,174740646311506
"Your hand is 9♦, 8♠",2025-05-16T14:41:03.115Z,174740646311504
